artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;arbmedstud_statusaar;arbmedstud_n;arbmedstud_ntotal;arbmedstud_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n
udb3-kadatavidenskabmachinelearning;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/datavidenskab-og-machine-learning;819962;Datavidenskab og machine learning;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb3-kadatavidenskabmachinelearning;851416;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/datavidenskab-og-machine-learning;819962;Datavidenskab og machine learning;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;851;Aalborg;1081;Nordjylland;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb3-kadatavidenskabmachinelearning;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/datavidenskab-og-machine-learning;819962;Datavidenskab og machine learning;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb3-kahumarkaeologi;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/arkaeologi;643,162,646,162;Arkæologi;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;201910-202209;85;8;;E2022F2023;15;129;0;201911-202111;462;72;6;4;19;Kultur og fritid;Undervisning;Sundhed og socialvæsen;Øvrige brancher;61;201910-202306;42;17;;201901-202112;20;32.75;31.15;35.1;;201910-202306;24;6;;201901-202112;9;44.5;37.8;49.5;Institutionstal for undergruppe: Øvrige humaniora, kandidat;23;33;202310-202312;20;21;4,55;202310-202312;22;22;3,73;22;22;4,00;202310-202312;202310-202312;21;21;4,29;36,0;39;18;8,0;13;70;202310-202312;22;22;4,14;25,00;25,00;E2022F2023;0,00;50,00;202310-202312;21;21;4,38;202310-202312;22;22;3,95;202310-202312;21;21;4,19;202310-202312;19;21;4,11;202310-202312;23;Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);202310-202312;20;20;3,35;10,00;5,00;45,00;20,00;20,00;202310-202312;19;20;3,37;0,00;11,00;42,00;47,00;0,00;202310-202312;21;21;4,38;22;51;202310-202312;21;33;Jeg søgte og blev ansat efter et stillingsopslag;24;Jeg fik job gennem mit netværk;19;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;10;Jeg blev headhuntet;202310-202312;20;45;0;40;5;10;0;5;202310-202312;20;37;202310-202312;20;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;De kompetencer, jeg fik fra uddannelsen;Studiejob;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);202310-202312;18;Tilegnelse af ny viden;Min evne til at arbejde struktureret og overholde deadlines;Anvendelse af teori og metode inden for mit fagområde;Evnen til at samarbejde;Praktiske færdigheder;202310-202312;20;20;3,10;202310-202312;19;20;3,74;202310-202312;20;0;100;0;;;;;;;;;;Ingen data;
udb3-kahumarkaeologi;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/arkaeologi;643,162,646,162;Arkæologi;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;85;8;;E2022F2023;15;129;0;201911-202111;462;72;6;4;19;Kultur og fritid;Undervisning;Sundhed og socialvæsen;Øvrige brancher;61;201910-202306;42;17;;201901-202112;20;32.75;31.15;35.1;;201910-202306;24;6;;201901-202112;9;;;;;23;33;202310-202312;20;21;4,55;202310-202312;22;22;3,73;22;22;4,00;202310-202312;202310-202312;21;21;4,29;36,0;39;18;8,0;13;70;202310-202312;22;22;4,14;25,00;25,00;E2022F2023;0,00;50,00;202310-202312;21;21;4,38;202310-202312;22;22;3,95;202310-202312;21;21;4,19;202310-202312;19;21;4,11;202310-202312;23;Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);202310-202312;20;20;3,35;10,00;5,00;45,00;20,00;20,00;202310-202312;19;20;3,37;0,00;11,00;42,00;47,00;0,00;202310-202312;21;21;4,38;22;51;202310-202312;21;33;Jeg søgte og blev ansat efter et stillingsopslag;24;Jeg fik job gennem mit netværk;19;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;10;Jeg blev headhuntet;202310-202312;20;45;0;40;5;10;0;5;202310-202312;20;37;202310-202312;20;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;De kompetencer, jeg fik fra uddannelsen;Studiejob;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);202310-202312;18;Tilegnelse af ny viden;Min evne til at arbejde struktureret og overholde deadlines;Anvendelse af teori og metode inden for mit fagområde;Evnen til at samarbejde;Praktiske færdigheder;202310-202312;20;20;3,10;202310-202312;19;20;3,74;202310-202312;20;0;100;0;;;;;;;;;;Ingen data;
udb3-kahumasienstudier;101455;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/sprog/asienstudier;684,762,684,962,685,000;Asienstudier;Universitetsuddannelser;Kandidatuddannelse;;101582;Københavns Universitet;101;København;1084;Hovedstaden;201910-202209;59;17;;E2022F2023;8;133;0;201911-202111;133;38;12;11;40;Undervisning;Handel;Offentlig administration, forsvar og politi;Øvrige brancher;49;201910-202306;25;22;;201901-202112;11;27.3;12;38.1;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;25,00;0,00;E2022F2023;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;14;58;202310-202312;14;50;Jeg søgte og blev ansat efter et stillingsopslag;21;Jeg fik job gennem mit netværk;14;Andet;14;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;202310-202312;14;36;7;43;7;7;0;14;202310-202312;14;38;202310-202312;13;Studiejob;De kompetencer, jeg fik fra uddannelsen;Andre kompetencer;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;Ingen data;;;;;;;202310-202312;13;13;3,00;202310-202312;13;13;3,08;202310-202312;14;0;100;0;;;;;;;;;;Ingen data;
udb3-kahumasienstudier;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/sprog/asienstudier;684,762,684,962,685,000;Asienstudier;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;59;17;;E2022F2023;8;133;0;201911-202111;133;38;12;11;40;Undervisning;Handel;Offentlig administration, forsvar og politi;Øvrige brancher;49;201910-202306;38;30;;201901-202112;11;27.3;12;38.1;;201910-202306;18;0;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;25,00;0,00;E2022F2023;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;14;58;202310-202312;14;50;Jeg søgte og blev ansat efter et stillingsopslag;21;Jeg fik job gennem mit netværk;14;Andet;14;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;202310-202312;14;36;7;43;7;7;0;14;202310-202312;14;38;202310-202312;13;Studiejob;De kompetencer, jeg fik fra uddannelsen;Andre kompetencer;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;Ingen data;;;;;;;202310-202312;13;13;3,00;202310-202312;13;13;3,08;202310-202312;14;0;100;0;;;;;;;;;;Ingen data;
udb3-kahumcognitivescience;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/cognitive-science;317462;Cognitive Science;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;201910-202209;75;1;;E2022F2023;11;137;10;201911-202111;15;60;27;7;7;Information og kommunikation;Videnservice;Handel;Øvrige brancher;93;201910-202306;21;1;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;33;49;202310-202312;29;29;4,28;202310-202312;31;31;4,16;31;31;4,42;202310-202312;202310-202312;29;29;4,17;37,0;41;25;11,5;18;86;202310-202312;32;32;3,91;25,00;16,67;E2022F2023;0,00;58,33;202310-202312;30;30;4,77;202310-202312;29;30;3,83;202310-202312;30;30;4,53;202310-202312;30;30;4,50;202310-202312;33;Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);202310-202312;22;22;3,50;5,00;9,00;36,00;32,00;18,00;202310-202312;22;22;3,64;5,00;9,00;32,00;27,00;27,00;202310-202312;29;29;4,07;18;46;202310-202312;17;47;Jeg søgte og blev ansat efter et stillingsopslag;24;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;12;Jeg blev headhuntet;12;Jeg søgte uopfordret;202310-202312;17;18;0;35;0;47;0;0;202310-202312;17;39;202310-202312;17;De kompetencer, jeg fik fra uddannelsen;Studiejob;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Afsluttende opgave (projekt/speciale);202310-202312;17;Analytiske kompetencer;Tilegnelse af ny viden;Anvendelse af teori og metode inden for mit fagområde;IT-færdigheder;Tekniske kompetencer;202310-202312;17;17;4,06;202310-202312;17;17;4,47;202310-202312;17;12;82;6;;;;;;;;;;Ingen data;
udb3-kahumcognitivescience;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/cognitive-science;317462;Cognitive Science;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;75;1;;E2022F2023;11;137;10;201911-202111;15;60;27;7;7;Information og kommunikation;Videnservice;Handel;Øvrige brancher;93;201910-202306;21;1;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;33;49;202310-202312;29;29;4,28;202310-202312;31;31;4,16;31;31;4,42;202310-202312;202310-202312;29;29;4,17;37,0;41;25;11,5;18;86;202310-202312;32;32;3,91;25,00;16,67;E2022F2023;0,00;58,33;202310-202312;30;30;4,77;202310-202312;29;30;3,83;202310-202312;30;30;4,53;202310-202312;30;30;4,50;202310-202312;33;Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);202310-202312;22;22;3,50;5,00;9,00;36,00;32,00;18,00;202310-202312;22;22;3,64;5,00;9,00;32,00;27,00;27,00;202310-202312;29;29;4,07;18;46;202310-202312;17;47;Jeg søgte og blev ansat efter et stillingsopslag;24;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;12;Jeg blev headhuntet;12;Jeg søgte uopfordret;202310-202312;17;18;0;35;0;47;0;0;202310-202312;17;39;202310-202312;17;De kompetencer, jeg fik fra uddannelsen;Studiejob;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Afsluttende opgave (projekt/speciale);202310-202312;17;Analytiske kompetencer;Tilegnelse af ny viden;Anvendelse af teori og metode inden for mit fagområde;IT-færdigheder;Tekniske kompetencer;202310-202312;17;17;4,06;202310-202312;17;17;4,47;202310-202312;17;12;82;6;;;;;;;;;;Ingen data;
udb3-kahumfilovidenskabsteori;265407;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser-2;641,162,651,362,870,000;Filosofi og videnskabsteori;Universitetsuddannelser;Kandidatuddannelse;;265407;Roskilde Universitet;265;Roskilde;1085;Sjælland;201910-202209;47;17;;Ingen data;;;;201911-202111;740;34;13;12;41;Undervisning;Sundhed og socialvæsen;Offentlig administration, forsvar og politi;Øvrige brancher;43;201910-202306;38;32;;201901-202112;21;29;18.8;34.2;;201910-202306;41;4;;201901-202112;27;47;41.4;51.8;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;10;42;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb3-kahumfilovidenskabsteori;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser-2;641,162,651,362,870,000;Filosofi og videnskabsteori;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;213;12;;Ingen data;;;;201911-202111;740;34;13;12;41;Undervisning;Sundhed og socialvæsen;Offentlig administration, forsvar og politi;Øvrige brancher;43;201910-202306;191;33;;201901-202112;21;29;18.8;34.2;;201910-202306;219;5;;201901-202112;27;47;41.4;51.8;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;10;42;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb3-kahumglobaleomraade;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/sprog/globale-omraadestudier;331,462,680,062,684,000,000,000;Globale områdestudier;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;201910-202209;38;13;;E2022F2023;13;120;0;201911-202111;222;19;14;12;55;Undervisning;Videnservice;Offentlig administration, forsvar og politi;Øvrige brancher;68;201910-202306;43;31;;201901-202112;10;23.35;16;27.8;;201910-202306;18;0;;201901-202112;6;44.1;36.5;49.4;Institutionstal for undergruppe: Fremmedsprog, kandidat;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;25,00;0,00;E2022F2023;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;11;46;202310-202312;11;64;Jeg søgte og blev ansat efter et stillingsopslag;18;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;9;Andet;9;Jeg blev headhuntet;202310-202312;11;27;0;55;9;9;0;9;202310-202312;11;36;202310-202312;11;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Studiejob;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Karriererelateret vejledning, kursus og seminar mm.;Ingen data;;;;;;;202310-202312;11;11;2,73;202310-202312;10;11;3,10;202310-202312;11;0;91;9;;;;;;;;;;Ingen data;
udb3-kahumglobaleomraade;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/sprog/globale-omraadestudier;331,462,680,062,684,000,000,000;Globale områdestudier;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;65;8;;E2022F2023;13;120;0;201911-202111;222;19;14;12;55;Undervisning;Videnservice;Offentlig administration, forsvar og politi;Øvrige brancher;68;201910-202306;43;31;;201901-202112;10;23.35;16;27.8;;201910-202306;18;0;;201901-202112;6;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;25,00;0,00;E2022F2023;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;11;46;202310-202312;11;64;Jeg søgte og blev ansat efter et stillingsopslag;18;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;9;Andet;9;Jeg blev headhuntet;202310-202312;11;27;0;55;9;9;0;9;202310-202312;11;36;202310-202312;11;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Studiejob;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Karriererelateret vejledning, kursus og seminar mm.;Ingen data;;;;;;;202310-202312;11;11;2,73;202310-202312;10;11;3,10;202310-202312;11;0;91;9;;;;;;;;;;Ingen data;
udb3-kahuminternationale;101455;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/interkulturelle-markedsstudier;330,762,558,962;Interkulturelle markedsstudier;Universitetsuddannelser;Kandidatuddannelse;;101582;Københavns Universitet;101;København;1084;Hovedstaden;201910-202209;93;11;;E2022F2023;9;118;34;201911-202111;164;25;22;15;38;Handel;Videnservice;Information og kommunikation;Øvrige brancher;82;201910-202306;94;16;;201901-202112;50;30.1;25.8;35.3;;Ingen data;;;;Ingen data;;;;;;19;35;202310-202312;13;13;3,54;202310-202312;16;16;4,00;15;16;4,13;202310-202312;202310-202312;13;13;3,54;;;;;;;202310-202312;17;17;3,59;25,00;12,50;E2022F2023;0,00;62,50;202310-202312;15;15;4,33;202310-202312;15;16;4,13;202310-202312;15;15;4,00;202310-202312;15;15;3,87;202310-202312;18;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);202310-202312;10;10;3,10;10,00;10,00;50,00;20,00;10,00;202310-202312;10;10;2,90;10,00;40,00;10,00;30,00;10,00;202310-202312;13;13;3,92;18;35;202310-202312;18;39;Jeg søgte og blev ansat efter et stillingsopslag;22;Jeg fik job gennem mit netværk;11;Jeg blev headhuntet;11;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;202310-202312;17;65;0;24;6;6;0;6;202310-202312;17;39;202310-202312;15;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;Udlandsophold (studieaktiviteter i udlandet);202310-202312;15;Analytiske kompetencer;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Evnen til at samarbejde;Kulturforståelse;202310-202312;15;15;3,47;202310-202312;15;15;3,87;202310-202312;18;6;89;6;;;;;;;;;;Ingen data;
udb3-kahuminternationale;147406;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/interkulturelle-markedsstudier;330,762,558,962;Interkulturelle markedsstudier;Universitetsuddannelser;Kandidatuddannelse;;147406;Copenhagen Business School - Handelshøjskolen;147;Frederiksberg;1084;Hovedstaden;201910-202209;214;4;;Ingen data;;;;201911-202111;1511;21;19;19;41;Videnservice;Handel;Information og kommunikation;Øvrige brancher;91;201910-202306;401;13;;201901-202112;255;33.5;29.1;39.3;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;41;23;202310-202312;35;57;Jeg søgte og blev ansat efter et stillingsopslag;34;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;3;Andet;3;Jeg fik job gennem mit netværk;202310-202312;35;31;0;60;0;9;0;0;202310-202312;35;39;202310-202312;35;Studiejob;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;33;Formidlingsevner;Forretningsforståelse;Min evne til at arbejde struktureret og overholde deadlines;Strategiske kompetencer;Tilegnelse af ny viden;202310-202312;35;35;3,54;202310-202312;35;35;3,77;202310-202312;35;3;94;3;;;;;;;;;;Ingen data;
